,Unnamed: 0,content,final_text,token,stop_review,stem_review,prepos_text,polarity_score,polarity
1644,1924,transaksi qris tidak dikenakan ppn  loh guyss jadi aman yaa ,transaksi qris tidak dikenakan ppn loh guyss jadi aman ya,"['transaksi', 'qris', 'dikenakan', 'ppn', 'loh', 'guyss', 'aman', 'ya']","['transaksi', 'qris', 'dikenakan', 'ppn', 'loh', 'guyss', 'aman', 'ya']",transaksi qris kena ppn loh guyss aman ya,"['transaksi', 'qris', 'kena', 'ppn', 'loh', 'guyss', 'aman', 'ya']",5,1
1645,1925,pada kenyataannya gak semua barang dan jasa itu dikenakan ppn  ,pada kenyataannya tidak semua barang dan jasa itu dikenakan ppn,"['kenyataannya', 'barang', 'jasa', 'dikenakan', 'ppn']","['kenyataannya', 'barang', 'jasa', 'dikenakan', 'ppn']",nyata barang jasa kena ppn,"['nyata', 'barang', 'jasa', 'kena', 'ppn']",3,1
1646,1926,agar tidak salah paham cermati simulasi penyederhanaan konsep ppn  pereen   mendatang yaa bestie ,agar tidak salah paham cermati simulasi penyederhanaan konsep ppn pereen mendatang ya bestie,"['salah', 'paham', 'cermati', 'simulasi', 'penyederhanaan', 'konsep', 'ppn', 'pereen', 'ya', 'bestie']","['salah', 'paham', 'cermati', 'simulasi', 'penyederhanaan', 'konsep', 'ppn', 'pereen', 'ya', 'bestie']",salah paham cermat simulasi sederhana konsep ppn pereen ya bestie,"['salah', 'paham', 'cermat', 'simulasi', 'sederhana', 'konsep', 'ppn', 'pereen', 'ya', 'bestie']",-2,0
1647,1927, harapkan masyarakat tidak perlu khawatir transaksi via qris tidak kena ppn  ,harapkan masyarakat tidak perlu khawatir transaksi melalui qris tidak kena ppn,"['harapkan', 'masyarakat', 'khawatir', 'transaksi', 'qris', 'kena', 'ppn']","['harapkan', 'masyarakat', 'khawatir', 'transaksi', 'qris', 'kena', 'ppn']",harap masyarakat khawatir transaksi qris kena ppn,"['harap', 'masyarakat', 'khawatir', 'transaksi', 'qris', 'kena', 'ppn']",-3,0
1648,1930,nah ternyata transaksi qris  kena ppn  kok  kena itu barang jasanya ,nah ternyata transaksi qris kena ppn kok kena itu barang jasanya,"['transaksi', 'qris', 'kena', 'ppn', 'kena', 'barang', 'jasanya']","['transaksi', 'qris', 'kena', 'ppn', 'kena', 'barang', 'jasanya']",transaksi qris kena ppn kena barang jasa,"['transaksi', 'qris', 'kena', 'ppn', 'kena', 'barang', 'jasa']",2,1
1649,1931, sepakat ada kenaikan harga meningukti ppn  ,sepakat ada kenaikan harga meningukti ppn,"['sepakat', 'kenaikan', 'harga', 'meningukti', 'ppn']","['sepakat', 'kenaikan', 'harga', 'meningukti', 'ppn']",sepakat naik harga meningukti ppn,"['sepakat', 'naik', 'harga', 'meningukti', 'ppn']",8,1
1650,1932, dari pabrik  distributor  penjual kena imbas ppn  kasihan konsumen beli nya sdh mahal pasti ,dari pabrik distributor penjual kena imbas ppn kasihan konsumen beli nya sudah mahal pasti,"['pabrik', 'distributor', 'penjual', 'kena', 'imbas', 'ppn', 'kasihan', 'konsumen', 'beli', 'nya', 'mahal']","['pabrik', 'distributor', 'penjual', 'kena', 'imbas', 'ppn', 'kasihan', 'konsumen', 'beli', 'nya', 'mahal']",pabrik distributor jual kena imbas ppn kasihan konsumen beli nya mahal,"['pabrik', 'distributor', 'jual', 'kena', 'imbas', 'ppn', 'kasihan', 'konsumen', 'beli', 'nya', 'mahal']",-5,0
1651,1933,barang dan jasa yang tidak dikenakan ppn    ,barang dan jasa yang tidak dikenakan ppn,"['barang', 'jasa', 'dikenakan', 'ppn']","['barang', 'jasa', 'dikenakan', 'ppn']",barang jasa kena ppn,"['barang', 'jasa', 'kena', 'ppn']",1,1
1652,1934,ada peraturan baru nih  tahun  yaitu tidak dikenakan ppn  untuk barang dan jasa ,ada peraturan baru nih tahun yaitu tidak dikenakan ppn untuk barang dan jasa,"['peraturan', 'nih', 'dikenakan', 'ppn', 'barang', 'jasa']","['peraturan', 'nih', 'dikenakan', 'ppn', 'barang', 'jasa']",atur nih kena ppn barang jasa,"['atur', 'nih', 'kena', 'ppn', 'barang', 'jasa']",1,1
1653,1935,hii siapa  abis natal tapi pusing bgt bayar angsuran pinjol  tiap bulannya bengkak mana gaji  nutup sini pake jasa akuu galbay  temenin fee rendah  sini aku bantu biar limitnya besar ppn  ,hii siapa habis natal tapi pusing banget bayar angsuran pinjol tiap bulannya bengkak mana gaji nutup sini pakai jasa akuu galbay temenin fee rendah sini aku bantu biar limitnya besar ppn,"['hii', 'habis', 'natal', 'pusing', 'banget', 'bayar', 'angsuran', 'pinjol', 'bulannya', 'bengkak', 'gaji', 'nutup', 'pakai', 'jasa', 'akuu', 'galbay', 'temenin', 'fee', 'rendah', 'bantu', 'biar', 'limitnya', 'ppn']","['hii', 'habis', 'natal', 'pusing', 'banget', 'bayar', 'angsuran', 'pinjol', 'bulannya', 'bengkak', 'gaji', 'nutup', 'pakai', 'jasa', 'akuu', 'galbay', 'temenin', 'fee', 'rendah', 'bantu', 'biar', 'limitnya', 'ppn']",hii habis natal pusing banget bayar angsur pinjol bulan bengkak gaji nutup pakai jasa akuu galbay temenin fee rendah bantu biar limit ppn,"['hii', 'habis', 'natal', 'pusing', 'banget', 'bayar', 'angsur', 'pinjol', 'bulan', 'bengkak', 'gaji', 'nutup', 'pakai', 'jasa', 'akuu', 'galbay', 'temenin', 'fee', 'rendah', 'bantu', 'biar', 'limit', 'ppn']",-12,0
1654,1937, nah ini memang orang indonesia itu pikirannya cenderung negatif mereka nggak paham proses dan manfaat kenaikan ppn  diminta bayar pajak nggak mau giliran menuntut seenaknya sendiri jgn tanyakan  negara berikan tanyakan apa  kamu berikan kalau perlu pajak  ,nah ini memang orang indonesia itu pikirannya cenderung negatif mereka tidak paham proses dan manfaat kenaikan ppn diminta bayar pajak tidak mau giliran menuntut seenaknya sendiri jangan tanyakan negara berikan tanyakan apa kamu berikan kalau perlu pajak,"['orang', 'indonesia', 'pikirannya', 'cenderung', 'negatif', 'paham', 'proses', 'manfaat', 'kenaikan', 'ppn', 'bayar', 'pajak', 'giliran', 'menuntut', 'negara', 'pajak']","['orang', 'indonesia', 'pikirannya', 'cenderung', 'negatif', 'paham', 'proses', 'manfaat', 'kenaikan', 'ppn', 'bayar', 'pajak', 'giliran', 'menuntut', 'negara', 'pajak']",orang indonesia pikir cenderung negatif paham proses manfaat naik ppn bayar pajak gilir tuntut negara pajak,"['orang', 'indonesia', 'pikir', 'cenderung', 'negatif', 'paham', 'proses', 'manfaat', 'naik', 'ppn', 'bayar', 'pajak', 'gilir', 'tuntut', 'negara', 'pajak']",-7,0
1655,1938, kalau tiket  naik itu kabar gembira berarti kenaikan ppn jadi  itu kabar buruk ,kalau tiket naik itu kabar gembira berarti kenaikan ppn jadi itu kabar buruk,"['tiket', 'kabar', 'gembira', 'kenaikan', 'ppn', 'kabar', 'buruk']","['tiket', 'kabar', 'gembira', 'kenaikan', 'ppn', 'kabar', 'buruk']",tiket kabar gembira naik ppn kabar buruk,"['tiket', 'kabar', 'gembira', 'naik', 'ppn', 'kabar', 'buruk']",-4,0
1656,1939,benar didaerah saya pun harga dipasar tradisional sudah lama naik sebelum ada kebijakan kenaikan ppn  semenjak masih ppn  ,benar didaerah saya pun harga dipasar tradisional sudah lama naik sebelum ada kebijakan kenaikan ppn semenjak masih ppn,"['didaerah', 'harga', 'dipasar', 'tradisional', 'kebijakan', 'kenaikan', 'ppn', 'semenjak', 'ppn']","['didaerah', 'harga', 'dipasar', 'tradisional', 'kebijakan', 'kenaikan', 'ppn', 'semenjak', 'ppn']",daerah harga pasar tradisional bijak naik ppn semenjak ppn,"['daerah', 'harga', 'pasar', 'tradisional', 'bijak', 'naik', 'ppn', 'semenjak', 'ppn']",-2,0
1657,1941,qris gak kena ppn  lho ,qris tidak kena ppn loh,"['qris', 'kena', 'ppn', 'loh']","['qris', 'kena', 'ppn', 'loh']",qris kena ppn loh,"['qris', 'kena', 'ppn', 'loh']",-3,0
1658,1942, demo perdana nih blum gebap  hari kerja ppn  ini lah   rancang jokowi beserta parlemen kabinet nya sehingga menumbalkan prabowo tujuan jokowi untk memperburuk citra prabowo agar  lengserkan rakyat dan gibran naik tahta bgtu licik jkw nanan bom waktu,demo pertama nih belum gebap hari kerja ppn ini lah rancang jokowi beserta parlemen kabinet nya sehingga menumbalkan prabowo tujuan jokowi untuk memperburuk citra prabowo agar lengserkan rakyat dan gibran naik tahta begitu licik jkw nanan bom waktu,"['demo', 'nih', 'gebap', 'kerja', 'ppn', 'rancang', 'jokowi', 'beserta', 'parlemen', 'kabinet', 'nya', 'menumbalkan', 'prabowo', 'tujuan', 'jokowi', 'memperburuk', 'citra', 'prabowo', 'lengserkan', 'rakyat', 'gibran', 'tahta', 'licik', 'jkw', 'nanan', 'bom']","['demo', 'nih', 'gebap', 'kerja', 'ppn', 'rancang', 'jokowi', 'beserta', 'parlemen', 'kabinet', 'nya', 'menumbalkan', 'prabowo', 'tujuan', 'jokowi', 'memperburuk', 'citra', 'prabowo', 'lengserkan', 'rakyat', 'gibran', 'tahta', 'licik', 'jkw', 'nanan', 'bom']",demo nih gebap kerja ppn rancang jokowi serta parlemen kabinet nya tumbal prabowo tuju jokowi buruk citra prabowo lengser rakyat gibran tahta licik jkw nan bom,"['demo', 'nih', 'gebap', 'kerja', 'ppn', 'rancang', 'jokowi', 'serta', 'parlemen', 'kabinet', 'nya', 'tumbal', 'prabowo', 'tuju', 'jokowi', 'buruk', 'citra', 'prabowo', 'lengser', 'rakyat', 'gibran', 'tahta', 'licik', 'jkw', 'nan', 'bom']",-9,0
1659,1943,taii wifi gua udh reminder aja klo januari pembayarannya kena ppn  fakk   ,taii wifi saya sudah reminder saja kalau januari pembayarannya kena ppn fakk,"['taii', 'wifi', 'reminder', 'januari', 'pembayarannya', 'kena', 'ppn', 'fakk']","['taii', 'wifi', 'reminder', 'januari', 'pembayarannya', 'kena', 'ppn', 'fakk']",taii wifi reminder januari bayar kena ppn fakk,"['taii', 'wifi', 'reminder', 'januari', 'bayar', 'kena', 'ppn', 'fakk']",-5,0
1660,1944, kalah  menang paling nggak  minta tahun depan bisa nggak bikin lebih nyenengin gitu lawan nya langsung liverpool soalnya langganan bakal naek lagi nih kayaknya efek ppn  ,kalah menang paling tidak minta tahun depan bisa tidak bikin lebih nyenengin begitu lawan nya langsung liverpool soalnya langganan bakal naek lagi nih kayaknya efek ppn,"['kalah', 'menang', 'bikin', 'nyenengin', 'lawan', 'nya', 'langsung', 'liverpool', 'langganan', 'naek', 'nih', 'kayaknya', 'efek', 'ppn']","['kalah', 'menang', 'bikin', 'nyenengin', 'lawan', 'nya', 'langsung', 'liverpool', 'langganan', 'naek', 'nih', 'kayaknya', 'efek', 'ppn']",kalah menang bikin nyenengin lawan nya langsung liverpool langgan naek nih kayak efek ppn,"['kalah', 'menang', 'bikin', 'nyenengin', 'lawan', 'nya', 'langsung', 'liverpool', 'langgan', 'naek', 'nih', 'kayak', 'efek', 'ppn']",-3,0
1661,1945,sewaktu jokowi membuat  perampasan aset mahasiswa tdk ada satupun  bergerak amp demo begitu pemerintah membuat peraturan  pajak  baru koar tolak ppn   aliansi bem seluruh indonesia gelar demo  istana negara hari ini ,sewaktu jokowi membuat perampasan aset mahasiswa tidak ada satupun bergerak amp demo begitu pemerintah membuat peraturan pajak baru koar tolak ppn aliansi bem seluruh indonesia gelar demo istana negara hari ini,"['jokowi', 'perampasan', 'aset', 'mahasiswa', 'satupun', 'bergerak', 'amp', 'demo', 'pemerintah', 'peraturan', 'pajak', 'koar', 'tolak', 'ppn', 'aliansi', 'bem', 'indonesia', 'gelar', 'demo', 'istana', 'negara']","['jokowi', 'perampasan', 'aset', 'mahasiswa', 'satupun', 'bergerak', 'amp', 'demo', 'pemerintah', 'peraturan', 'pajak', 'koar', 'tolak', 'ppn', 'aliansi', 'bem', 'indonesia', 'gelar', 'demo', 'istana', 'negara']",jokowi ampas aset mahasiswa satu gerak amp demo perintah atur pajak koar tolak ppn aliansi bem indonesia gelar demo istana negara,"['jokowi', 'ampas', 'aset', 'mahasiswa', 'satu', 'gerak', 'amp', 'demo', 'perintah', 'atur', 'pajak', 'koar', 'tolak', 'ppn', 'aliansi', 'bem', 'indonesia', 'gelar', 'demo', 'istana', 'negara']",-15,0
1662,1946,ppn  itu ada yang untuk kegiatan orang ini kampanye selama  tahun ,ppn itu ada yang untuk kegiatan orang ini kampanye selama tahun,"['ppn', 'kegiatan', 'orang', 'kampanye']","['ppn', 'kegiatan', 'orang', 'kampanye']",ppn giat orang kampanye,"['ppn', 'giat', 'orang', 'kampanye']",3,1
1663,1947, kasian banget masih percaya sama omon bowo ppn  pun gak kunjung dibatalkan,kasian banget masih percaya sama omon bowo ppn pun tidak kunjung dibatalkan,"['kasian', 'banget', 'percaya', 'omon', 'bowo', 'ppn', 'kunjung', 'dibatalkan']","['kasian', 'banget', 'percaya', 'omon', 'bowo', 'ppn', 'kunjung', 'dibatalkan']",kasi banget percaya omon bowo ppn kunjung batal,"['kasi', 'banget', 'percaya', 'omon', 'bowo', 'ppn', 'kunjung', 'batal']",-5,0
1664,1949,yailah pendukung ngapa tolol semua sekarang masih desember  belom berlaku ppn  asli dongo banged pada,yailah pendukung ngapa tolol semua sekarang masih desember belum berlaku ppn asli dongo banget pada,"['yailah', 'pendukung', 'ngapa', 'tolol', 'desember', 'berlaku', 'ppn', 'asli', 'dongo', 'banget']","['yailah', 'pendukung', 'ngapa', 'tolol', 'desember', 'berlaku', 'ppn', 'asli', 'dongo', 'banget']",yailah dukung ngapa tolol desember laku ppn asli dongo banget,"['yailah', 'dukung', 'ngapa', 'tolol', 'desember', 'laku', 'ppn', 'asli', 'dongo', 'banget']",2,1
1665,1950, jgnkan soal ppn  soal garong duit negara    hny divonis  thn saja mana suaranya gak sinkron  pidato  janji ketumnya    presiden ,jangankan soal ppn soal garong uang negara hanya divonis tahun saja mana suaranya tidak sinkron pidato janji ketumnya presiden,"['ppn', 'garong', 'uang', 'negara', 'divonis', 'suaranya', 'sinkron', 'pidato', 'janji', 'ketumnya', 'presiden']","['ppn', 'garong', 'uang', 'negara', 'divonis', 'suaranya', 'sinkron', 'pidato', 'janji', 'ketumnya', 'presiden']",ppn garong uang negara vonis suara sinkron pidato janji tum presiden,"['ppn', 'garong', 'uang', 'negara', 'vonis', 'suara', 'sinkron', 'pidato', 'janji', 'tum', 'presiden']",5,1
1666,1951,halah kagak dikenakan ppn  juga harganya udah mahal naik mulu orang sinting msh dendam aku tuh pas mau balik  malang iya kali tiket  harga  bawah   abis mulu kyk barang kagak pernah restock ,halah tidak dikenakan ppn juga harganya sudah mahal naik mulu orang sinting masih dendam aku tuh pas mau balik malang iya kali tiket harga bawah habis mulu seperti barang tidak pernah restock,"['halah', 'dikenakan', 'ppn', 'harganya', 'mahal', 'mulu', 'orang', 'sinting', 'dendam', 'tuh', 'pas', 'malang', 'iya', 'kali', 'tiket', 'harga', 'habis', 'mulu', 'barang', 'restock']","['halah', 'dikenakan', 'ppn', 'harganya', 'mahal', 'mulu', 'orang', 'sinting', 'dendam', 'tuh', 'pas', 'malang', 'iya', 'kali', 'tiket', 'harga', 'habis', 'mulu', 'barang', 'restock']",halah kena ppn harga mahal mulu orang sinting dendam tuh pas malang iya kali tiket harga habis mulu barang restock,"['halah', 'kena', 'ppn', 'harga', 'mahal', 'mulu', 'orang', 'sinting', 'dendam', 'tuh', 'pas', 'malang', 'iya', 'kali', 'tiket', 'harga', 'habis', 'mulu', 'barang', 'restock']",-11,0
1667,1952, gini amat hidup  negara ppn  ,begini amat hidup negara ppn,"['hidup', 'negara', 'ppn']","['hidup', 'negara', 'ppn']",hidup negara ppn,"['hidup', 'negara', 'ppn']",-2,0
1668,1953, aneh tulisannya berhenti beroperasi tapi captionnya cuma dipindah tanggungjawab aja,aneh tulisannya berhenti beroperasi tapi captionnya cuma dipindah tanggungjawab saja,"['aneh', 'tulisannya', 'berhenti', 'beroperasi', 'captionnya', 'dipindah', 'tanggungjawab']","['aneh', 'tulisannya', 'berhenti', 'beroperasi', 'captionnya', 'dipindah', 'tanggungjawab']",aneh tulis henti operasi captionnya pindah tanggungjawab,"['aneh', 'tulis', 'henti', 'operasi', 'captionnya', 'pindah', 'tanggungjawab']",-5,0
1669,1954,gaji rata  juta ppnnya  beda jauh sama  sebulan gaji  jutaan ppn  ytta ,gaji rata juta ppnnya beda jauh sama sebulan gaji jutaan ppn ytta,"['gaji', 'juta', 'ppnnya', 'beda', 'sebulan', 'gaji', 'jutaan', 'ppn', 'ytta']","['gaji', 'juta', 'ppnnya', 'beda', 'sebulan', 'gaji', 'jutaan', 'ppn', 'ytta']",gaji juta ppnnya beda bulan gaji juta ppn ytta,"['gaji', 'juta', 'ppnnya', 'beda', 'bulan', 'gaji', 'juta', 'ppn', 'ytta']",1,1
1670,1955,yeay ppn  dorong kesejahteraan bersama semangat ,hore ppn dorong kesejahteraan bersama semangat,"['hore', 'ppn', 'dorong', 'kesejahteraan', 'semangat']","['hore', 'ppn', 'dorong', 'kesejahteraan', 'semangat']",hore ppn dorong sejahtera semangat,"['hore', 'ppn', 'dorong', 'sejahtera', 'semangat']",3,1
1671,1956,aksi demonstrasi soal penolakan ppn   yang digelar bem  dengan berbagai poster kritikan yang menyuarakan protes terhadap kebijakan pemerintah ,aksi demonstrasi soal penolakan ppn yang digelar bem dengan berbagai poster kritikan yang menyuarakan protes terhadap kebijakan pemerintah,"['aksi', 'demonstrasi', 'penolakan', 'ppn', 'digelar', 'bem', 'poster', 'kritikan', 'menyuarakan', 'protes', 'kebijakan', 'pemerintah']","['aksi', 'demonstrasi', 'penolakan', 'ppn', 'digelar', 'bem', 'poster', 'kritikan', 'menyuarakan', 'protes', 'kebijakan', 'pemerintah']",aksi demonstrasi tolak ppn gelar bem poster kritik suara protes bijak perintah,"['aksi', 'demonstrasi', 'tolak', 'ppn', 'gelar', 'bem', 'poster', 'kritik', 'suara', 'protes', 'bijak', 'perintah']",-11,0
1672,1957, halah kaga usah sok pencitraan dah mending ppn  itu dibatalkan saja sekalian kaga butuh itu tidak berlaku dan berlakunya dimana pemerintah korup,halah tidak usah sok pencitraan sudah mending ppn itu dibatalkan saja sekalian tidak butuh itu tidak berlaku dan berlakunya dimana pemerintah korup,"['halah', 'sok', 'pencitraan', 'mending', 'ppn', 'dibatalkan', 'butuh', 'berlaku', 'berlakunya', 'dimana', 'pemerintah', 'korup']","['halah', 'sok', 'pencitraan', 'mending', 'ppn', 'dibatalkan', 'butuh', 'berlaku', 'berlakunya', 'dimana', 'pemerintah', 'korup']",halah sok citra mending ppn batal butuh laku laku mana perintah korup,"['halah', 'sok', 'citra', 'mending', 'ppn', 'batal', 'butuh', 'laku', 'laku', 'mana', 'perintah', 'korup']",-19,0
1673,1958, masih ngeyel banget naikin ppn  ,masih ngeyel banget naikin ppn,"['ngeyel', 'banget', 'naikin', 'ppn']","['ngeyel', 'banget', 'naikin', 'ppn']",ngeyel banget naikin ppn,"['ngeyel', 'banget', 'naikin', 'ppn']",1,1
1674,1959, jadi ppn  bikin boros kan min maksudnya gitu kan ,jadi ppn bikin boros akan minimal maksudnya begitu akan,"['ppn', 'bikin', 'boros', 'minimal', 'maksudnya']","['ppn', 'bikin', 'boros', 'minimal', 'maksudnya']",ppn bikin boros minimal maksud,"['ppn', 'bikin', 'boros', 'minimal', 'maksud']",-6,0
1675,1960, nanti juga hilang sendiri ppn  apakabar ,nanti juga hilang sendiri ppn apakabar,"['hilang', 'ppn', 'apakabar']","['hilang', 'ppn', 'apakabar']",hilang ppn apakabar,"['hilang', 'ppn', 'apakabar']",-1,0
1676,1961,  dari sumber yang anda share lihat harga barang final saat ppn    lalu saat ppn  naik menjadi  naik   ini yang menurut anda naik  ,dari sumber yang anda share lihat harga barang final saat ppn lalu saat ppn naik menjadi naik ini yang menurut anda naik,"['sumber', 'share', 'lihat', 'harga', 'barang', 'final', 'ppn', 'ppn']","['sumber', 'share', 'lihat', 'harga', 'barang', 'final', 'ppn', 'ppn']",sumber share lihat harga barang final ppn ppn,"['sumber', 'share', 'lihat', 'harga', 'barang', 'final', 'ppn', 'ppn']",7,1
1677,1962,  salah  warga   dah tau org bodoh bgitu  tetap aja dipilih mamam tuh warga  sekalian gue titip pesan buat warga   utk ppn   pada byar aja  gue sih  bakal mau ,salah warga sudah tahu orang bodoh bgitu tetap saja dipilih mamam tuh warga sekalian saya titip pesan buat warga untuk ppn pada bayar saja saya sih bakal mau,"['salah', 'warga', 'orang', 'bodoh', 'bgitu', 'dipilih', 'mamam', 'tuh', 'warga', 'titip', 'pesan', 'warga', 'ppn', 'bayar', 'sih']","['salah', 'warga', 'orang', 'bodoh', 'bgitu', 'dipilih', 'mamam', 'tuh', 'warga', 'titip', 'pesan', 'warga', 'ppn', 'bayar', 'sih']",salah warga orang bodoh bgitu pilih mamam tuh warga titip pesan warga ppn bayar sih,"['salah', 'warga', 'orang', 'bodoh', 'bgitu', 'pilih', 'mamam', 'tuh', 'warga', 'titip', 'pesan', 'warga', 'ppn', 'bayar', 'sih']",-12,0
1678,1963, asemm mabok murah nyusahin negara wkwkkwkw iku seng gak kena ppn  ,asemm mabok murah nyusahin negara wkwkkwkw iku seng tidak kena ppn,"['asemm', 'mabok', 'murah', 'nyusahin', 'negara', 'wkwkkwkw', 'iku', 'seng', 'kena', 'ppn']","['asemm', 'mabok', 'murah', 'nyusahin', 'negara', 'wkwkkwkw', 'iku', 'seng', 'kena', 'ppn']",asemm mabok murah nyusahin negara wkwkkwkw iku seng kena ppn,"['asemm', 'mabok', 'murah', 'nyusahin', 'negara', 'wkwkkwkw', 'iku', 'seng', 'kena', 'ppn']",-6,0
1679,1964,benerr seneng sih seneng tapi dgn umr kita yang segini gini aja  tekor juga apalagi kalau ppn naik jadi  apa  makin tekor minimal umr nya dinaikin lah atau harga tiket konsernya dimurahin kesian dompet ini ,benerr senang sih senang tapi dengan umr kita yang segini begini saja tekor juga apalagi kalau ppn naik jadi apa makin tekor minimal umr nya dinaikin lah atau harga tiket konsernya dimurahin kesian dompet ini,"['benerr', 'senang', 'sih', 'senang', 'umr', 'segini', 'tekor', 'ppn', 'tekor', 'minimal', 'umr', 'nya', 'dinaikin', 'harga', 'tiket', 'konsernya', 'dimurahin', 'kesian', 'dompet']","['benerr', 'senang', 'sih', 'senang', 'umr', 'segini', 'tekor', 'ppn', 'tekor', 'minimal', 'umr', 'nya', 'dinaikin', 'harga', 'tiket', 'konsernya', 'dimurahin', 'kesian', 'dompet']",benerr senang sih senang umr gin tekor ppn tekor minimal umr nya dinaikin harga tiket konser dimurahin kesi dompet,"['benerr', 'senang', 'sih', 'senang', 'umr', 'gin', 'tekor', 'ppn', 'tekor', 'minimal', 'umr', 'nya', 'dinaikin', 'harga', 'tiket', 'konser', 'dimurahin', 'kesi', 'dompet']",-1,0
1680,1966,kenak community notes malu lah kau djp hal sederhana aja ini pura bodoh kenaikan ppn  pasti bakal ngaruh  price point finish good  end user bukan eksponensial mungkin tapi pasti naik ,kenak community notes malu lah kau djp hal sederhana saja ini pura bodoh kenaikan ppn pasti bakal ngaruh price point finish bagus end user bukan eksponensial mungkin tapi pasti naik,"['kenak', 'community', 'notes', 'malu', 'kau', 'djp', 'sederhana', 'pura', 'bodoh', 'kenaikan', 'ppn', 'ngaruh', 'price', 'point', 'finish', 'bagus', 'end', 'user', 'eksponensial']","['kenak', 'community', 'notes', 'malu', 'kau', 'djp', 'sederhana', 'pura', 'bodoh', 'kenaikan', 'ppn', 'ngaruh', 'price', 'point', 'finish', 'bagus', 'end', 'user', 'eksponensial']",nak community notes malu kau djp sederhana pura bodoh naik ppn ngaruh price point finish bagus end user eksponensial,"['nak', 'community', 'notes', 'malu', 'kau', 'djp', 'sederhana', 'pura', 'bodoh', 'naik', 'ppn', 'ngaruh', 'price', 'point', 'finish', 'bagus', 'end', 'user', 'eksponensial']",-5,0
1681,1967,open joki tugas dan ujian   brevet spt dan pajak  manajemen pajak  akuntansi pajak  spt ppn pph  bea cukai  ppn ppb bphtb  pajak daerah  hukum pajak  makalah  tugas akhir jurnal  essai  kup  analisis kasus ,open joki tugas dan ujian brevet seperti dan pajak manajemen pajak akuntansi pajak seperti ppn pph bea cukai ppn ppb bphtb pajak daerah hukum pajak makalah tugas akhir jurnal essai kup analisis kasus,"['open', 'joki', 'tugas', 'ujian', 'brevet', 'pajak', 'manajemen', 'pajak', 'akuntansi', 'pajak', 'ppn', 'pph', 'bea', 'cukai', 'ppn', 'ppb', 'bphtb', 'pajak', 'daerah', 'hukum', 'pajak', 'makalah', 'tugas', 'jurnal', 'essai', 'kup', 'analisis']","['open', 'joki', 'tugas', 'ujian', 'brevet', 'pajak', 'manajemen', 'pajak', 'akuntansi', 'pajak', 'ppn', 'pph', 'bea', 'cukai', 'ppn', 'ppb', 'bphtb', 'pajak', 'daerah', 'hukum', 'pajak', 'makalah', 'tugas', 'jurnal', 'essai', 'kup', 'analisis']",open joki tugas uji brevet pajak manajemen pajak akuntansi pajak ppn pph bea cukai ppn ppb bphtb pajak daerah hukum pajak makalah tugas jurnal essai kup analisis,"['open', 'joki', 'tugas', 'uji', 'brevet', 'pajak', 'manajemen', 'pajak', 'akuntansi', 'pajak', 'ppn', 'pph', 'bea', 'cukai', 'ppn', 'ppb', 'bphtb', 'pajak', 'daerah', 'hukum', 'pajak', 'makalah', 'tugas', 'jurnal', 'essai', 'kup', 'analisis']",-15,0
1682,1968,pajak itu untuk menyejahterakan pejabat bukan untuk menyejahterakan rakyat ada nggak pejabat yang rumahnya type  atau  ada nggak pejabat yang mobilnya ayla atau agya rakyat diperas bayar pajak agar pejabat bisa naik alphard tolak kenaikan ppn   ,pajak itu untuk menyejahterakan pejabat bukan untuk menyejahterakan rakyat ada tidak pejabat yang rumahnya type atau ada tidak pejabat yang mobilnya ayla atau agya rakyat diperas bayar pajak agar pejabat bisa naik alphard tolak kenaikan ppn,"['pajak', 'menyejahterakan', 'pejabat', 'menyejahterakan', 'rakyat', 'pejabat', 'rumahnya', 'type', 'pejabat', 'mobilnya', 'ayla', 'agya', 'rakyat', 'diperas', 'bayar', 'pajak', 'pejabat', 'alphard', 'tolak', 'kenaikan', 'ppn']","['pajak', 'menyejahterakan', 'pejabat', 'menyejahterakan', 'rakyat', 'pejabat', 'rumahnya', 'type', 'pejabat', 'mobilnya', 'ayla', 'agya', 'rakyat', 'diperas', 'bayar', 'pajak', 'pejabat', 'alphard', 'tolak', 'kenaikan', 'ppn']",pajak sejahtera jabat sejahtera rakyat jabat rumah type jabat mobil ayla agya rakyat peras bayar pajak jabat alphard tolak naik ppn,"['pajak', 'sejahtera', 'jabat', 'sejahtera', 'rakyat', 'jabat', 'rumah', 'type', 'jabat', 'mobil', 'ayla', 'agya', 'rakyat', 'peras', 'bayar', 'pajak', 'jabat', 'alphard', 'tolak', 'naik', 'ppn']",-19,0
1683,1969,semalem gue mimpi ppn  negeri ini bukan  malah naik langsung  gila ini gue sampe kebawa mimpi loh anjir,semalem saya mimpi ppn negeri ini bukan bahkan naik langsung gila ini saya sampai kebawa mimpi loh anjir,"['semalem', 'mimpi', 'ppn', 'negeri', 'langsung', 'gila', 'kebawa', 'mimpi', 'loh', 'anjir']","['semalem', 'mimpi', 'ppn', 'negeri', 'langsung', 'gila', 'kebawa', 'mimpi', 'loh', 'anjir']",semalem mimpi ppn negeri langsung gila bawa mimpi loh anjir,"['semalem', 'mimpi', 'ppn', 'negeri', 'langsung', 'gila', 'bawa', 'mimpi', 'loh', 'anjir']",1,1
